Geography,Gender,Age,Balance,IsActiveMember,Exited
Spain,Male,38.0,0.0,1,0
Germany,Female,46.0,87361.02,0,1
Germany,Female,45.0,111257.59,0,1
France,Female,61.0,131583.59,1,1
Germany,Male,41.0,95020.8,1,1
Spain,Female,24.0,0.0,1,0
Germany,Male,34.0,80242.37,0,0
France,Female,43.0,0.0,1,0
France,Male,50.0,0.0,1,1
Spain,Female,59.0,122661.39,1,0
France,Male,50.0,0.0,1,1
France,Female,36.0,0.0,1,1
France,Male,42.0,0.0,0,0
France,Female,53.0,0.0,1,0
Spain,Female,46.0,81742.84,0,0
Spain,Male,38.9218,0.0,1,1
Spain,Male,30.0,145127.85,0,0
France,Male,38.0,148912.44,0,0
Spain,Female,41.0,0.0,1,0
France,Male,26.0,89900.24,0,0
Germany,Female,30.0,119027.28,1,0
Germany,Female,40.0,105222.86,0,0
Spain,Female,30.0,0.0,0,1
Spain,Male,34.0,116114.93,1,0
France,Female,58.0,187911.55,1,0
France,Female,27.0,0.0,1,0
France,Female,38.0,144432.04,1,1
France,Female,50.0,77065.9,1,0
Germany,Female,29.0,180520.29,1,0
France,Male,42.0,0.0,0,0
Germany,Female,47.0,130024.87,1,1
Germany,Female,40.0,110086.69,0,0
Spain,Female,31.0,174853.46,0,0
France,Male,44.0,108724.98,1,0
France,Male,58.0,91285.13,1,0
Spain,Male,40.0,0.0,1,0
Germany,Female,51.0,110610.41,1,1
Germany,Male,54.0,102994.04,0,1
Spain,Male,36.0,59893.85,0,0
Germany,Male,29.0,149318.55,0,0
France,Female,32.0,116409.55,1,0
Germany,Male,30.0,127760.07,0,1
Germany,Female,38.0,132591.36,1,1
France,Male,31.0,0.0,0,0
France,Female,46.0,113402.14,1,0
France,Female,31.0,0.0,0,0
France,Male,40.0,0.0,0,0
France,Male,28.0,0.0,1,0
France,Male,50.0,136953.47,1,0
France,Male,33.0,0.0,1,0
France,Male,32.0,0.0,1,0
France,Male,44.0,123863.64,0,0
Spain,Male,22.0,120811.89,1,0
Germany,Male,38.0,148430.55,1,0
Germany,Male,40.0,47869.69,1,0
Germany,Male,53.0,150926.99,0,0
Germany,Female,47.0,103163.35,0,1
France,Male,29.0,130206.28,0,0
France,Female,28.0,136674.51,0,0
Spain,Female,40.0,200322.45,1,0
Spain,Male,48.0,0.0,1,0
Spain,Male,62.0,80927.56,1,0
France,Female,24.0,0.0,0,1
Spain,Female,41.0,0.0,1,0
Germany,Male,28.0,142574.71,0,0
Germany,Female,34.0,160426.07,1,0
France,Male,25.0,116160.23,0,0
Spain,Female,34.0,98683.47,0,0
France,Male,32.0,118829.03,1,0
France,Male,31.0,118870.92,0,0
France,Male,32.0,0.0,1,0
France,Female,46.0,0.0,1,0
France,Male,38.0,107192.38,1,0
France,Male,42.0,108010.78,1,0
Spain,Male,34.0,0.0,0,0
France,Male,26.0,129837.72,1,0
Germany,Female,58.0,106458.31,0,1
France,Male,38.9218,97009.15,1,0
Spain,Male,35.0,122929.42,0,0
Germany,Male,45.0,152296.83,1,1
France,Female,30.0,0.0,0,0
Spain,Male,49.0,0.0,0,1
France,Male,35.0,128993.76,0,0
France,Female,36.0,0.0,0,0
Germany,Male,27.0,185267.45,1,0
France,Female,28.0,0.0,0,0
Spain,Female,29.0,116805.82,0,0
Germany,Male,29.0,129750.68,0,0
Germany,Female,29.0,129177.01,1,0
Germany,Male,25.0,82506.72,0,0
Germany,Male,48.0,107247.69,1,1
Spain,Female,42.0,0.0,0,1
Germany,Female,36.0,157780.93,0,0
France,Male,35.0,172170.36,1,0
Spain,Male,48.0,0.0,1,0
France,Male,41.0,0.0,1,0
Spain,Female,42.0,75361.44,0,1
France,Female,27.0,0.0,1,0
Spain,Male,30.0,0.0,1,0
France,Female,29.0,98263.46,0,0
France,Male,43.0,0.0,1,0
Germany,Female,40.0,109308.79,0,1
Spain,Female,31.0,0.0,0,0
Germany,Female,28.0,164365.44,1,0
Spain,Female,22.0,98800.0,0,0
France,Male,27.0,193125.85,1,0
France,Male,27.0,51522.75,1,0
France,Male,23.0,84284.48,1,0
Spain,Female,39.0,0.0,0,0
France,Male,51.0,119889.84,0,1
France,Male,21.0,137910.45,1,0
France,Female,37.0,0.0,0,0
France,Male,33.0,100116.82,0,0
Germany,Male,40.0,166082.15,1,0
France,Female,38.0,0.0,0,0
Spain,Male,26.0,0.0,0,0
France,Male,44.0,148595.55,0,1
Germany,Male,53.0,94078.97,0,0
Spain,Female,34.0,0.0,1,0
France,Male,29.0,0.0,1,0
Germany,Male,40.0,164948.98,0,1
France,Female,62.0,140549.4,0,1
France,Female,44.0,152509.25,1,0
France,Female,28.0,191864.51,0,1
France,Female,44.0,96418.09,0,1
Spain,Male,32.0,131945.94,1,0
France,Male,29.0,0.0,1,0
Germany,Male,30.0,142910.15,0,1
France,Female,37.0,0.0,1,0
France,Male,35.0,146311.58,1,0
France,Male,52.0,87894.26,0,1
France,Female,19.0,97445.49,0,0
France,Female,38.9218,0.0,1,1
Spain,Male,35.0,0.0,1,0
France,Male,34.0,154485.74,0,0
France,Male,50.0,115625.07,0,0
France,Male,25.0,108396.67,0,0
Germany,Male,38.0,65095.41,1,0
Germany,Male,43.0,103018.45,0,1
France,Female,38.0,84764.79,1,0
France,Female,38.0,0.0,0,0
Spain,Female,35.0,115680.81,1,0
France,Female,39.0,0.0,0,0
Germany,Male,36.0,73088.06,0,0
Germany,Female,27.0,150905.03,0,0
Spain,Female,23.0,143054.85,1,0
Spain,Female,28.0,0.0,0,0
France,Male,60.0,0.0,1,0
Germany,Female,42.0,99948.45,1,0
France,Male,44.0,115451.05,0,0
Germany,Male,32.0,108235.91,1,0
France,Male,38.0,0.0,1,1
Spain,Male,42.0,98795.61,0,0
France,Female,37.0,0.0,0,0
France,Male,31.0,0.0,0,0
France,Male,34.0,0.0,1,0
Germany,Male,29.0,113146.98,1,0
Germany,Female,39.0,162532.14,0,1
Spain,Female,40.0,92053.44,1,0
France,Male,48.0,0.0,1,0
France,Female,28.0,0.0,0,1
Germany,Female,29.0,104944.1,1,0
France,Male,31.0,0.0,0,0
France,Female,31.0,0.0,0,0
France,Female,30.0,107879.04,1,0
Germany,Male,46.0,110356.42,0,1
France,Male,27.0,0.0,0,0
Spain,Female,34.0,109783.69,0,0
France,Male,22.0,149777.0,1,0
France,Female,38.0,104339.56,0,0
Spain,Female,21.0,85818.18,1,0
France,Male,37.0,212692.97,0,0
Germany,Male,37.0,89696.84,1,0
France,Female,28.0,0.0,1,0
Germany,Female,32.0,68067.24,0,0
Spain,Male,38.9218,148564.66,1,0
France,Female,55.0,136354.16,1,0
France,Male,38.0,122214.0,1,0
France,Male,45.0,0.0,1,0
Germany,Male,38.9218,119684.88,1,0
France,Female,39.0,135139.33,1,0
Germany,Female,42.0,146100.75,0,1
Spain,Female,56.0,123110.9,1,1
Germany,Female,44.0,111760.4,1,1
France,Female,32.0,110728.39,1,0
France,Female,41.0,121558.46,1,0
Germany,Female,38.0,120623.21,0,0
France,Female,58.0,114713.57,1,0
Germany,Female,37.0,103457.76,0,0
Germany,Male,57.0,101134.87,1,0
Germany,Male,46.0,78136.36,1,0
France,Male,23.0,0.0,0,0
Spain,Male,30.0,133446.34,0,0
France,Female,33.0,0.0,1,0
Germany,Female,48.0,108076.33,0,1
France,Male,32.0,131354.25,0,0
Germany,Female,37.0,62974.64,1,0
Germany,Female,30.0,143340.44,0,0
Germany,Male,36.0,116993.43,0,0
France,Male,31.0,58662.92,1,0
Spain,Male,41.0,128808.65,0,1
France,Male,45.0,137555.44,0,0
Germany,Male,34.0,142393.11,1,0
France,Female,38.0,0.0,0,0
France,Female,41.0,125785.23,1,0
France,Male,22.0,136444.25,0,1
Spain,Male,38.0,121527.4,0,0
Germany,Male,52.0,144696.75,1,0
France,Male,36.0,0.0,1,0
France,Female,35.0,0.0,1,0
Germany,Male,48.0,128140.17,0,1
France,Male,25.0,120383.41,1,0
France,Female,57.0,0.0,1,1
France,Male,42.0,129735.3,1,0
Spain,Female,31.0,185078.26,0,1
France,Female,28.0,0.0,0,0
France,Male,42.0,0.0,1,0
Spain,Male,31.0,0.0,1,0
France,Male,29.0,144591.96,1,0
France,Female,45.0,0.0,0,1
France,Male,36.0,0.0,0,0
France,Male,37.0,0.0,0,0
Germany,Male,38.9218,100194.44,1,0
Germany,Male,50.0,145295.31,1,0
Germany,Male,28.0,106070.29,1,0
Germany,Female,47.0,120621.89,1,0
France,Male,38.0,0.0,1,0
France,Male,36.0,0.0,1,0
France,Male,30.0,0.0,1,0
Germany,Female,27.0,171283.91,1,0
France,Male,26.0,0.0,1,0
Germany,Female,38.0,128218.47,0,1
France,Female,32.0,0.0,1,0
Germany,Male,28.0,77776.39,0,0
Germany,Female,38.9218,124978.19,1,0
France,Male,29.0,0.0,0,0
France,Female,28.0,0.0,1,0
Spain,Male,51.0,109799.55,1,1
France,Male,39.0,0.0,0,0
Germany,Female,61.0,125397.21,0,1
Spain,Female,38.9218,0.0,1,0
Germany,Male,38.0,111347.37,1,0
Spain,Male,40.0,104291.41,1,0
Germany,Female,61.0,94867.18,1,1
France,Male,24.0,0.0,0,0
France,Female,33.0,135703.59,0,0
Germany,Female,37.0,106453.53,1,0
France,Male,43.0,132412.38,0,1
Germany,Female,40.0,124401.6,0,1
France,Male,46.0,118022.06,0,1
Germany,Male,39.0,82531.11,0,0
Spain,Male,44.0,184552.12,0,1
Germany,Male,39.0,127278.31,1,0
Spain,Female,38.9218,0.0,1,0
France,Female,45.0,0.0,1,0
Germany,Male,23.0,184244.86,0,0
France,Male,52.0,59669.43,0,1
France,Female,25.0,79543.59,1,0
France,Female,39.0,151553.19,1,0
Germany,Male,27.0,166527.88,1,0
Germany,Male,28.0,150329.15,0,0
France,Male,43.0,121911.59,0,0
France,Male,51.0,156773.78,0,0
Spain,Male,29.0,127864.26,1,0
France,Male,53.0,113709.28,1,1
Germany,Female,43.0,79974.55,1,0
France,Female,44.0,0.0,1,0
France,Female,51.0,0.0,0,1
Spain,Male,38.0,0.0,0,1
France,Male,33.0,144427.96,0,0
France,Male,42.0,99263.09,1,0
France,Female,32.0,79368.87,1,0
France,Female,30.0,0.0,1,0
Spain,Female,34.0,0.0,1,0
France,Male,28.0,0.0,1,0
France,Female,52.0,125095.94,0,1
Germany,Female,40.0,162485.8,0,0
Germany,Male,37.0,95668.82,0,0
France,Male,25.0,0.0,0,0
Spain,Female,30.0,0.0,1,0
France,Male,37.0,0.0,0,0
France,Female,34.0,74197.38,0,0
France,Female,31.0,89688.94,1,0
Spain,Female,33.0,103121.33,1,0
Spain,Female,34.0,0.0,0,0
Germany,Female,59.0,120170.07,1,0
France,Male,32.0,149136.31,1,0
France,Male,40.0,141136.79,1,0
France,Female,43.0,152341.55,0,0
France,Male,36.0,120026.98,1,0
Spain,Male,33.0,132168.28,0,0
Germany,Male,43.0,85200.82,1,0
Spain,Male,53.0,84903.33,1,0
France,Female,32.0,0.0,0,0
France,Male,20.0,0.0,1,0
Spain,Male,40.0,0.0,0,0
France,Male,30.0,121535.18,0,0
Spain,Male,35.0,116662.96,1,0
France,Male,60.0,0.0,1,0
Germany,Female,49.0,124829.16,1,0
Spain,Female,36.0,155180.56,0,0
Germany,Female,32.0,108262.87,1,0
Spain,Male,40.0,0.0,0,0
France,Male,38.0,0.0,0,0
Spain,Male,48.0,0.0,1,1
Germany,Male,38.0,99812.88,1,0
France,Male,35.0,132164.26,1,0
Germany,Male,45.0,103583.05,0,1
Germany,Male,39.0,142406.43,0,0
Spain,Male,38.0,99842.5,0,1
France,Female,41.0,0.0,1,0
France,Male,41.0,0.0,0,0
France,Female,39.0,81042.42,1,0
France,Female,48.0,0.0,0,1
France,Male,40.0,0.0,1,0
France,Male,53.0,199689.49,1,1
France,Male,33.0,142645.43,0,0
Spain,Female,38.9218,0.0,1,0
Germany,Female,45.0,110219.14,0,1
Spain,Male,51.0,0.0,1,0
France,Male,25.0,0.0,0,0
Spain,Male,32.0,0.0,0,0
France,Male,45.0,142072.02,0,0
France,Female,25.0,0.0,0,0
Germany,Male,33.0,149564.61,0,0
France,Female,43.0,0.0,0,0
Germany,Male,37.0,153366.13,1,0
France,Male,21.0,76467.16,1,0
France,Female,26.0,121508.28,1,0
Spain,Female,27.0,0.0,1,0
Spain,Male,36.0,73211.12,0,1
France,Male,22.0,0.0,0,0
France,Female,55.0,0.0,1,0
Spain,Male,38.0,92674.94,0,0
Spain,Male,52.0,96196.24,0,1
Germany,Female,36.0,114391.62,1,0
Germany,Male,32.0,80262.66,0,0
Spain,Female,33.0,173331.52,0,0
Spain,Female,35.0,147285.52,1,0
Spain,Male,38.9218,119785.47,1,0
Spain,Female,36.0,140137.15,0,0
Germany,Female,52.0,107467.56,0,1
Germany,Female,37.0,98218.04,0,1
Germany,Female,35.0,133607.75,1,0
France,Male,37.0,0.0,1,0
France,Female,38.0,95139.41,1,0
France,Female,29.0,0.0,1,0
Spain,Male,42.0,0.0,0,0
France,Female,37.0,0.0,0,0
Germany,Female,26.0,97331.19,0,0
Germany,Male,37.0,139265.63,1,0
France,Female,31.0,0.0,1,0
Spain,Male,34.0,168094.01,0,0
Germany,Female,30.0,131563.88,0,0
France,Male,44.0,0.0,0,0
France,Male,50.0,0.0,0,0
France,Male,31.0,0.0,1,0
Germany,Male,47.0,107363.29,1,0
France,Female,33.0,94493.03,1,0
Germany,Female,29.0,170214.23,0,0
France,Male,52.0,139781.06,0,1
France,Female,35.0,0.0,0,0
Spain,Female,26.0,148610.41,1,1
France,Male,38.9218,170241.7,1,0
France,Female,33.0,128306.83,1,0
France,Female,47.0,0.0,1,0
France,Female,35.0,0.0,1,0
Germany,Male,32.0,175454.0,1,0
Spain,Male,41.0,0.0,0,0
France,Female,22.0,100885.93,1,0
France,Male,38.9218,93320.8,1,0
Germany,Male,38.0,63176.44,1,0
France,Male,33.0,139451.67,0,0
France,Female,52.0,49113.75,0,0
Germany,Male,32.0,123906.22,1,1
France,Female,40.0,0.0,1,0
France,Male,28.0,0.0,0,0
Germany,Female,52.0,131441.51,0,1
France,Male,56.0,0.0,0,1
France,Male,57.0,136325.48,1,1
Germany,Female,38.0,113150.44,0,1
Spain,Female,42.0,0.0,0,0
France,Female,33.0,0.0,1,0
Germany,Female,46.0,102785.16,1,0
Spain,Male,34.0,83264.28,0,0
Germany,Male,41.0,72252.64,1,0
Germany,Female,29.0,148051.52,0,0
France,Female,38.9218,138489.66,1,0
France,Male,38.9218,0.0,1,0
France,Male,32.0,111589.33,1,0
Germany,Female,39.0,122104.79,0,1
Germany,Male,32.0,96106.83,1,0
Germany,Male,42.0,115930.87,0,0
Germany,Female,37.0,124513.66,0,0
France,Female,54.0,0.0,0,1
Spain,Male,46.0,0.0,0,0
France,Male,33.0,0.0,1,1
Spain,Male,35.0,100988.39,0,0
France,Male,44.0,118577.24,1,0
Spain,Male,28.0,0.0,0,0
France,Male,27.0,0.0,1,0
France,Female,39.0,0.0,1,1
Spain,Female,28.0,0.0,1,0
Spain,Female,26.0,0.0,1,0
France,Female,42.0,113311.11,1,0
France,Female,41.0,0.0,0,0
France,Male,32.0,0.0,0,0
Germany,Male,20.0,124365.42,0,1
France,Male,42.0,147249.29,1,0
France,Male,36.0,103688.19,1,0
France,Female,29.0,138740.24,0,0
Spain,Male,39.0,111900.14,1,0
Spain,Female,37.0,152760.24,1,0
Germany,Male,31.0,143966.3,1,1
France,Male,51.0,141556.96,0,0
France,Female,43.0,0.0,1,0
France,Female,33.0,0.0,0,0
France,Female,46.0,0.0,1,0
France,Male,30.0,0.0,0,0
France,Female,41.0,0.0,1,1
France,Male,29.0,0.0,1,0
France,Male,25.0,162560.32,0,0
Germany,Female,29.0,123229.46,0,0
Spain,Male,31.0,76665.71,1,0
France,Male,38.0,140278.99,1,1
France,Female,51.0,0.0,1,0
France,Male,46.0,115764.32,0,0
Germany,Male,36.0,131142.53,0,0
France,Male,45.0,68375.27,0,1
Germany,Female,39.0,117833.3,0,1
Spain,Female,36.0,0.0,1,0
France,Male,34.0,0.0,0,0
France,Male,45.0,0.0,1,1
Spain,Male,30.0,111093.01,0,0
Spain,Male,42.0,132657.55,0,0
France,Female,56.0,128882.49,1,1
Germany,Male,59.0,69129.59,1,0
France,Male,37.0,0.0,1,0
France,Male,39.0,121404.64,1,0
Spain,Female,45.0,131355.3,0,1
France,Female,35.0,102097.33,1,0
France,Male,40.0,154863.15,1,0
Spain,Female,41.0,99945.93,0,0
Germany,Male,39.0,121704.32,0,0
Spain,Female,43.0,0.0,0,0
Germany,Male,35.0,138782.76,1,0
France,Male,35.0,0.0,1,0
France,Male,30.0,136291.71,0,0
Germany,Male,42.0,107856.57,0,0
Germany,Female,26.0,108348.66,0,1
France,Male,47.0,93871.95,0,1
Spain,Female,45.0,0.0,0,1
Germany,Male,19.0,125860.2,0,0
France,Male,49.0,172713.44,0,0
France,Female,51.0,0.0,1,0
Spain,Female,59.0,0.0,1,0
France,Female,39.0,130786.92,1,0
France,Female,29.0,112367.34,0,0
Spain,Female,45.0,91091.06,0,0
France,Female,26.0,106198.5,1,0
France,Male,47.0,142669.93,0,0
France,Male,33.0,112833.35,1,0
France,Female,40.0,0.0,1,0
Spain,Female,43.0,0.0,1,0
Germany,Female,32.0,104336.43,0,0
France,Male,55.0,104305.74,1,0
Germany,Male,47.0,140187.1,1,0
France,Male,39.0,0.0,0,0
France,Female,45.0,114959.12,0,1
France,Male,33.0,164704.38,1,1
France,Male,62.0,119096.55,1,0
France,Male,31.0,0.0,1,0
France,Male,47.0,0.0,0,1
Spain,Male,30.0,0.0,0,0
France,Female,41.0,115465.28,0,0
France,Female,27.0,0.0,0,0
Spain,Male,43.0,184926.61,0,0
Germany,Male,43.0,85957.88,0,0
France,Male,32.0,114084.6,1,0
Spain,Female,29.0,166930.76,0,0
France,Female,27.0,0.0,0,0
France,Male,29.0,0.0,1,0
France,Female,38.0,107193.82,0,0
France,Male,36.0,116275.12,1,0
Spain,Female,27.0,0.0,1,0
France,Male,39.0,91068.56,0,0
Germany,Male,41.0,123049.21,1,0
France,Female,39.0,0.0,1,0
France,Male,40.0,0.0,0,0
France,Female,42.0,137781.65,0,0
Germany,Female,48.0,108128.96,1,0
Spain,Male,39.0,105317.73,0,0
France,Male,20.0,80569.73,0,0
France,Female,22.0,174852.89,1,0
Spain,Female,45.0,89158.94,0,1
France,Female,38.9218,0.0,1,0
France,Male,36.0,89800.14,1,0
Germany,Male,45.0,101207.75,0,1
France,Male,43.0,106086.42,0,0
France,Male,21.0,0.0,1,0
France,Male,47.0,0.0,0,0
Spain,Female,26.0,101440.36,1,0
France,Male,38.0,0.0,0,0
France,Male,34.0,106603.74,1,0
Germany,Female,29.0,130420.2,0,0
France,Female,38.0,0.0,0,0
Spain,Male,29.0,45022.23,1,0
Germany,Male,27.0,74298.43,1,0
Germany,Female,31.0,133003.03,1,1
Spain,Male,48.0,0.0,1,0
Spain,Female,37.0,136689.66,0,0
France,Male,32.0,0.0,1,0
France,Female,44.0,0.0,1,1
France,Male,53.0,102520.37,1,0
France,Male,35.0,0.0,1,0
France,Female,34.0,0.0,0,0
Spain,Male,38.9218,88382.01,1,0
France,Male,44.0,115049.15,0,0
France,Male,58.0,104796.54,1,0
France,Male,33.0,123082.08,0,0
Spain,Female,58.0,0.0,1,0
France,Female,33.0,0.0,0,0
France,Female,43.0,0.0,1,0
Germany,Male,33.0,88311.48,1,0
France,Female,40.0,0.0,1,0
France,Male,32.0,71872.19,1,0
Spain,Male,35.0,110046.93,0,0
France,Male,42.0,104430.08,1,0
France,Female,28.0,0.0,0,0
Germany,Male,31.0,138653.51,0,0
France,Female,31.0,102575.04,1,0
France,Male,43.0,137780.74,1,1
Spain,Male,32.0,0.0,0,0
France,Male,32.0,0.0,1,0
France,Female,30.0,105209.54,0,0
Germany,Female,32.0,109570.21,1,0
Germany,Female,44.0,118715.86,0,1
France,Male,35.0,0.0,1,0
Germany,Female,43.0,153393.18,1,0
Germany,Male,33.0,132603.36,0,0
Spain,Female,36.0,0.0,1,0
Germany,Female,34.0,129398.01,0,0
Spain,Male,28.0,0.0,0,0
France,Male,29.0,151352.74,0,0
France,Female,44.0,136836.49,0,1
France,Male,40.0,91592.06,0,1
France,Female,30.0,0.0,0,0
France,Female,54.0,0.0,0,1
France,Female,22.0,0.0,1,0
France,Male,36.0,165536.28,1,0
Germany,Male,25.0,62482.95,1,0
France,Male,40.0,68155.59,0,0
Spain,Female,43.0,55853.33,1,1
France,Male,37.0,0.0,1,0
France,Female,31.0,79589.43,0,0
Spain,Male,41.0,100880.76,1,0
Germany,Female,25.0,174330.35,0,0
France,Male,19.0,143390.51,0,0
Germany,Male,59.0,91415.76,0,1
Germany,Male,30.0,134366.42,0,0
France,Female,24.0,0.0,1,0
Spain,Male,60.0,88786.81,1,0
Germany,Male,35.0,96814.46,1,0
Germany,Male,32.0,160680.41,0,0
France,Female,29.0,0.0,0,0
France,Female,47.0,0.0,0,0
Germany,Male,31.0,145537.21,0,0
France,Female,28.0,0.0,1,1
France,Female,45.0,0.0,1,0
Spain,Female,30.0,119370.11,1,1
Spain,Female,28.0,0.0,1,0
Germany,Female,47.0,134381.52,0,1
Germany,Female,38.9218,114888.74,1,1
Germany,Male,42.0,149332.48,0,0
France,Female,40.0,105061.74,0,1
France,Male,32.0,0.0,1,0
France,Female,40.0,0.0,1,1
France,Male,21.0,0.0,1,0
France,Female,39.0,155062.8,1,0
Spain,Male,43.0,88798.34,0,0
France,Male,33.0,0.0,0,0
Germany,Female,51.0,143139.87,0,1
Spain,Female,23.0,0.0,0,0
Germany,Male,27.0,107027.52,0,0
France,Male,29.0,140720.93,0,0
France,Male,30.0,80964.57,0,0
France,Male,39.0,178585.46,0,1
Spain,Female,26.0,135889.13,1,0
France,Male,43.0,134919.85,0,0
Germany,Male,33.0,115130.34,0,1
Spain,Female,34.0,138190.13,1,0
Germany,Male,37.0,131519.49,1,0
Spain,Female,56.0,0.0,0,1
Germany,Female,39.0,126935.98,1,0
France,Male,39.0,133707.09,1,0
France,Female,27.0,97893.2,0,0
France,Male,34.0,127900.03,0,0
France,Male,37.0,143835.47,1,0
France,Male,44.0,0.0,1,0
France,Male,48.0,0.0,0,1
France,Male,60.0,0.0,1,1
France,Female,40.0,129596.77,1,0
Spain,Male,30.0,0.0,0,0
Germany,Female,24.0,110407.44,0,1
France,Female,38.9218,0.0,1,0
Germany,Female,41.0,142015.76,0,0
Spain,Male,55.0,81370.07,1,0
Germany,Female,48.0,69329.47,0,1
France,Female,28.0,116755.5,1,1
Spain,Male,44.0,83870.33,0,0
France,Female,39.0,130694.89,1,1
Spain,Female,34.0,117451.47,0,0
Germany,Female,35.0,206868.78,1,0
France,Female,39.0,111695.62,0,0
France,Female,40.0,137285.26,0,1
France,Female,29.0,149218.39,1,0
France,Male,51.0,0.0,1,0
Spain,Male,32.0,0.0,1,0
Germany,Female,41.0,130701.29,0,1
Spain,Male,34.0,0.0,0,0
France,Female,31.0,167949.48,0,0
France,Male,23.0,131254.81,0,0
France,Male,28.0,0.0,1,0
Spain,Male,34.0,0.0,1,0
Spain,Male,34.0,86656.13,1,0
Germany,Female,37.0,114737.26,1,1
France,Female,38.0,0.0,0,0
France,Female,39.0,0.0,0,0
Germany,Male,62.0,119817.33,1,1
France,Female,48.0,130806.99,1,1
France,Female,49.0,0.0,1,1
Spain,Male,40.0,0.0,0,0
Germany,Female,35.0,80931.75,0,1
France,Female,56.0,0.0,1,1
Germany,Male,32.0,132178.67,0,0
France,Female,27.0,0.0,0,0
Spain,Male,43.0,0.0,1,0
France,Female,35.0,164769.02,0,1
Germany,Male,29.0,107233.85,0,0
France,Female,27.0,176227.07,1,0
France,Female,39.0,109949.39,1,0
France,Female,34.0,0.0,1,0
France,Female,60.0,117738.81,0,1
Spain,Female,37.0,133292.45,0,0
France,Female,43.0,160474.59,1,0
France,Male,43.0,0.0,0,0
Germany,Male,55.0,154393.43,1,1
Germany,Female,45.0,110827.49,1,1
Germany,Female,36.0,145750.45,1,0
Spain,Female,45.0,109044.3,1,0
France,Female,32.0,75170.54,1,0
France,Female,42.0,0.0,0,0
France,Female,28.0,105795.9,1,0
France,Male,32.0,0.0,0,0
Spain,Male,38.9218,0.0,1,0
France,Female,49.0,0.0,0,1
France,Female,26.0,118097.87,0,0
Germany,Male,29.0,172693.54,0,0
France,Male,36.0,129440.3,0,0
Spain,Male,36.0,0.0,0,0
France,Male,23.0,96471.2,0,0
France,Female,46.0,0.0,1,1
Spain,Male,24.0,140197.18,1,0
France,Male,20.0,0.0,0,0
France,Female,33.0,135946.26,0,0
France,Male,38.9218,0.0,1,0
Germany,Male,50.0,81290.02,1,1
France,Female,42.0,0.0,0,1
Germany,Male,60.0,113715.36,0,1
Spain,Male,56.0,168883.08,1,0
Germany,Male,36.0,143421.74,0,0
France,Male,26.0,153644.39,1,0
Spain,Female,53.0,109330.06,1,0
Germany,Female,27.0,115095.88,0,0
France,Male,35.0,0.0,1,1
Spain,Male,46.0,183276.32,1,0
France,Male,33.0,68193.72,0,0
France,Female,32.0,0.0,0,0
Germany,Male,31.0,139729.54,1,0
Spain,Female,56.0,98365.33,1,0
France,Male,36.0,0.0,0,0
Germany,Female,37.0,122453.97,1,0
Germany,Male,30.0,132174.41,0,0
Spain,Female,24.0,0.0,1,0
France,Male,30.0,0.0,0,0
Spain,Male,39.0,104349.45,0,0
Germany,Female,41.0,138881.04,0,1
Germany,Female,32.0,116968.91,0,0
Germany,Male,35.0,105346.03,1,0
France,Male,26.0,136623.19,0,0
France,Female,29.0,0.0,1,0
France,Female,38.9218,0.0,0,1
France,Female,33.0,0.0,1,0
France,Male,36.0,124445.52,0,0
France,Female,34.0,68999.66,1,0
Spain,Male,36.0,85768.42,1,0
France,Male,47.0,0.0,0,1
Spain,Male,34.0,100628.0,1,0
Spain,Female,32.0,0.0,1,0
Spain,Male,38.0,0.0,1,0
France,Male,54.0,0.0,0,1
Spain,Female,19.0,0.0,0,0
France,Male,50.0,125647.36,0,1
Germany,Female,31.0,100375.39,1,0
France,Female,36.0,0.0,0,0
France,Male,24.0,171922.72,1,0
Germany,Female,32.0,146810.99,1,0
Germany,Female,45.0,109032.23,1,1
France,Male,57.0,0.0,0,1
Spain,Male,25.0,0.0,0,0
France,Male,35.0,128653.59,0,0
France,Male,37.0,80387.81,1,0
France,Male,58.0,0.0,1,1
Germany,Male,43.0,108508.82,0,1
France,Male,31.0,155978.17,0,0
France,Female,38.0,0.0,1,0
Germany,Male,50.0,121175.56,0,1
France,Female,29.0,89349.47,0,0
Spain,Male,38.0,86131.71,0,0
France,Female,58.0,102346.86,1,0
Germany,Female,36.0,121263.62,1,0
France,Male,31.0,0.0,0,0
Spain,Female,33.0,0.0,0,1
France,Male,51.0,0.0,1,0
Germany,Male,48.0,149726.08,0,1
France,Male,43.0,0.0,0,1
France,Male,35.0,161274.05,0,0
France,Female,33.0,0.0,0,0
Spain,Male,30.0,103138.17,1,0
Germany,Female,40.0,109628.44,0,0
France,Male,54.0,0.0,0,1
Germany,Male,33.0,97286.16,0,0
France,Female,33.0,118004.26,0,0
Spain,Male,32.0,85534.83,0,0
France,Female,59.0,0.0,1,1
Spain,Female,43.0,95140.44,0,1
France,Female,31.0,0.0,1,1
France,Male,25.0,0.0,1,0
Germany,Female,54.0,75900.84,1,0
France,Female,41.0,126619.27,0,0
France,Male,44.0,111833.47,0,0
Spain,Male,37.0,0.0,0,0
France,Female,57.0,238387.56,1,1
France,Female,32.0,108698.96,1,0
France,Female,39.0,112687.69,1,0
Germany,Female,48.0,81556.89,0,0
France,Male,48.0,136596.85,1,0
Germany,Female,43.0,98807.45,0,1
France,Female,31.0,0.0,1,0
France,Male,37.0,0.0,1,0
